Question,Logical Formula,Sparql Query
35. Show me all books in Asimov 's Foundation series .,(and (fb:rdf.type.prop fb:nounphrase.Book) fb:phrase.Robot_series_Asimov),SELECT DISTINCT ?x1 ?x1name WHERE { ?x1 rdf:type dbr:Facebook . FILTER (?x1 = dbr:Robot_series_(Asimov)) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
35. Show me all books in Asimov 's Foundation series .,(and (fb:rdf.type.prop fb:nounphrase.Magazine) fb:phrase.Robot_series_Asimov),SELECT DISTINCT ?x1 ?x1name WHERE { ?x1 rdf:type dbr:Spain . FILTER (?x1 = dbr:Robot_series_(Asimov)) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
36. Is James Bond married ?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:spouse ?x1 }
36. Is James Bond married ?,((reverse fb:phrase.prop.child) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:child ?x1 }
36. Is James Bond married ?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond_filmography),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond_filmography dbo:spouse ?x1 }
37. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Star_Alliance))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Star_Alliance dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
37. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Star))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Star dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
37. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Alliance))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Alliance dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
38. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.Eus)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:Eus) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
38. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.Eu)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:Eus) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
38. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.EUS)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:EUS) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
39. Which soccer players were born on Malta ?,(and (fb:rdf.type.prop fb:nounphrase.SoccerPlayer) (fb:phrase.prop.birthPlace fb:phrase.Malta)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:pe.prop fb:nounphrase.SoccerPlayer) . ?x1 dbo:birthPlace dbr:Malta }
39. Which soccer players were born on Malta ?,(and (fb:rdf.type.prop fb:nounphrase.SoccerPlayer) (fb:phrase.prop.birthPlace fb:phrase.University_of_Malta)),SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:pe.prop fb:nounphrase.SoccerPlayer) . ?x1 dbo:birthPlace dbr:University_of_Malta }
39. Which soccer players were born on Malta ?,(and (fb:rdf.type.prop fb:nounphrase.SoccerPlayer) (fb:phrase.prop.birthPlace fb:phrase.Safi_Malta)),"SELECT DISTINCT ?x1 WHERE { ?x1 rdf:type dbr:pe.prop fb:nounphrase.SoccerPlayer) . ?x1 dbo:birthPlace dbr:Safi,_Malta }"
40. In which city did Nikos Kazantzakis die ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.deathCause) fb:phrase.Heraklion_International_Airport)),SELECT DISTINCT ?x2 WHERE { dbr:Heraklion_International_Airport dbo:deathCause ?x1 . ?x2 dbo:city ?x1 }
40. In which city did Nikos Kazantzakis die ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.flag) fb:phrase.Heraklion_International_Airport)),SELECT DISTINCT ?x2 WHERE { dbr:Heraklion_International_Airport dbo:flag ?x1 . ?x2 dbo:city ?x1 }
40. In which city did Nikos Kazantzakis die ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.voice) fb:phrase.Heraklion_International_Airport)),SELECT DISTINCT ?x2 WHERE { dbr:Heraklion_International_Airport dbo:voice ?x1 . ?x2 dbo:city ?x1 }
41. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michel_Besnier))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michel_Besnier . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
41. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michele_Greco))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michele_Greco . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
41. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michelle_Marsh))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michelle_Marsh . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
42. Where in France is sparkling wine produced ?,(and fb:phrase.France ((reverse fb:phrase.prop.wineProduced) fb:phrase.Sparkling_wine)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Sparkling_wine dbo:wineProduced dbr:France . FILTER (?x1 = dbr:France) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
42. Where in France is sparkling wine produced ?,(and fb:phrase.France ((reverse fb:phrase.prop.product) fb:phrase.Sparkling_wine)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Sparkling_wine dbo:product dbr:France . FILTER (?x1 = dbr:France) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
42. Where in France is sparkling wine produced ?,(and fb:phrase.France ((reverse fb:phrase.prop.result) fb:phrase.Sparkling_wine)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Sparkling_wine dbo:result dbr:France . FILTER (?x1 = dbr:France) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
43. Who was influenced by Socrates ?,(fb:phrase.prop.influenced fb:phrase.Socrates),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:influenced dbr:Socrates }
43. Who was influenced by Socrates ?,(fb:phrase.prop.influenced fb:phrase.Socrate_Sidiropoulos),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:influenced dbr:Socrate_Sidiropoulos }
43. Who was influenced by Socrates ?,(fb:phrase.prop.influenced fb:phrase.Socrates_Chrestus),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:influenced dbr:Socrates_Chrestus }
44. Does the Isar flow into a lake ?,(and fb:phrase.Isar fb:phrase.By_the_Lake),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Isar = dbr:By_the_Lake) . FILTER (?x1 = dbr:Isar) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
44. Does the Isar flow into a lake ?,(and fb:phrase.Isar fb:phrase.The_Lakes),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Isar = dbr:The_Lakes) . FILTER (?x1 = dbr:Isar) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
44. Does the Isar flow into a lake ?,(and fb:phrase.Isar fb:phrase.The_Lake),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Isar = dbr:The_Lake) . FILTER (?x1 = dbr:Isar) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
45. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Americas_Best_Comics),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:America's_Best_Comics }
45. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Captain_America),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:Captain_America }
45. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Captain_Mike_Across_America),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:Captain_Mike_Across_America }
46. Which cities does the Weser flow through ?,(fb:phrase.prop.city fb:phrase.Weser),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:city dbr:Weser }
46. Which cities does the Weser flow through ?,(fb:phrase.prop.city fb:phrase.Weser_Flugzeugbau),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:city dbr:Weser_Flugzeugbau }
46. Which cities does the Weser flow through ?,(fb:phrase.prop.city fb:phrase.Exter_Weser),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:city dbr:Exter_(Weser) }
47. When did Michael Jackson die ?,((reverse fb:phrase.prop.deathCause) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathCause ?x1 }
47. When did Michael Jackson die ?,((reverse fb:phrase.prop.flag) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:flag ?x1 }
47. When did Michael Jackson die ?,((reverse fb:phrase.prop.voice) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:voice ?x1 }
48. Which films starring Clint Eastwood did he direct himself ?,(fb:phrase.prop.film (fb:phrase.prop.starring ((reverse fb:phrase.prop.part) fb:phrase.Clint_Eastwood))),SELECT DISTINCT ?x3 WHERE { dbr:Clint_Eastwood dbo:part ?x1 . ?x2 dbo:starring ?x1 . ?x3 dbo:film ?x2 }
48. Which films starring Clint Eastwood did he direct himself ?,(fb:phrase.prop.film (fb:phrase.prop.starring ((reverse fb:phrase.prop.head) fb:phrase.Clint_Eastwood))),SELECT DISTINCT ?x3 WHERE { dbr:Clint_Eastwood dbo:head ?x1 . ?x2 dbo:starring ?x1 . ?x3 dbo:film ?x2 }
48. Which films starring Clint Eastwood did he direct himself ?,(fb:phrase.prop.film (fb:phrase.prop.starring ((reverse fb:phrase.prop.show) fb:phrase.Clint_Eastwood))),SELECT DISTINCT ?x3 WHERE { dbr:Clint_Eastwood dbo:show ?x1 . ?x2 dbo:starring ?x1 . ?x3 dbo:film ?x2 }
49. Give me all actors who were born in Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.birthPlace fb:phrase.Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:birthPlace dbr:Berlin . ?x2 dbo:artist ?x1 }
49. Give me all actors who were born in Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.birthPlace fb:phrase.In_Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:birthPlace dbr:In_Berlin . ?x2 dbo:artist ?x1 }
49. Give me all actors who were born in Berlin .,(fb:phrase.prop.artist (fb:phrase.prop.birthPlace fb:phrase.Air_Berlin)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:birthPlace dbr:Air_Berlin . ?x2 dbo:artist ?x1 }
50. Who is the governor of Texas ?,((reverse fb:phrase.prop.employer) fb:phrase.Texas),SELECT DISTINCT ?x1 WHERE { dbr:Texas dbo:employer ?x1 }
50. Who is the governor of Texas ?,((reverse fb:phrase.prop.employer) fb:phrase.Woodlake_Texas),"SELECT DISTINCT ?x1 WHERE { dbr:Woodlake,_Texas dbo:employer ?x1 }"
50. Who is the governor of Texas ?,((reverse fb:phrase.prop.employer) fb:phrase.Llano_Texas),"SELECT DISTINCT ?x1 WHERE { dbr:Llano,_Texas dbo:employer ?x1 }"
51. How many politicians graduated from Columbia University ?,(count (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.Columbia_University))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { ?x2 rdf:type dbr:Vatican . ?x2 dbo:university dbr:Columbia_University }
51. How many politicians graduated from Columbia University ?,(count (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.University_of_the_District_of_Columbia))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { ?x2 rdf:type dbr:Vatican . ?x2 dbo:university dbr:University_of_the_District_of_Columbia }
51. How many politicians graduated from Columbia University ?,(count (and (fb:rdf.type.prop fb:nounphrase.Politician) (fb:phrase.prop.university fb:phrase.University_of_Northern_British_Columbia))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { ?x2 rdf:type dbr:Vatican . ?x2 dbo:university dbr:University_of_Northern_British_Columbia }
52. Who is the host of the BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC),SELECT DISTINCT ?x1 WHERE { dbr:BBC dbo:broadcastNetwork ?x1 }
52. Who is the host of the BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC_Two),SELECT DISTINCT ?x1 WHERE { dbr:BBC_Two dbo:broadcastNetwork ?x1 }
52. Who is the host of the BBC Wildlife Specials ?,((reverse fb:phrase.prop.broadcastNetwork) fb:phrase.BBC_East),SELECT DISTINCT ?x1 WHERE { dbr:BBC_East dbo:broadcastNetwork ?x1 }
53. What is the longest river in China ?,(fb:phrase.prop.river fb:phrase.China),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:river dbr:China }
53. What is the longest river in China ?,(fb:phrase.prop.river fb:phrase.On_China),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:river dbr:On_China }
53. What is the longest river in China ?,(fb:phrase.prop.river fb:phrase.Chinas),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:river dbr:Chinas }
54. Who was the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Queen_Elizabeth_II_Stakes),SELECT DISTINCT ?x1 WHERE { dbr:Queen_Elizabeth_II_Stakes dbo:author ?x1 }
54. Who was the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Elizabeth_II),SELECT DISTINCT ?x1 WHERE { dbr:Elizabeth_II dbo:author ?x1 }
54. Who was the father of Queen Elizabeth II ?,((reverse fb:phrase.prop.author) fb:phrase.Queen__Elizabeth),SELECT DISTINCT ?x1 WHERE { dbr:Queen_&_Elizabeth dbo:author ?x1 }
55. What is the capital of Canada ?,((reverse fb:phrase.prop.capital) fb:phrase.Canada),SELECT DISTINCT ?x1 WHERE { dbr:Canada dbo:capital ?x1 }
55. What is the capital of Canada ?,((reverse fb:phrase.prop.capital) fb:phrase.Canadas),SELECT DISTINCT ?x1 WHERE { dbr:Canadas dbo:capital ?x1 }
55. What is the capital of Canada ?,((reverse fb:phrase.prop.capital) fb:phrase.CANADA),SELECT DISTINCT ?x1 WHERE { dbr:CANADA! dbo:capital ?x1 }
56. Did Che Guevara have children ?,((reverse fb:phrase.prop.child) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:child ?x1 }
56. Did Che Guevara have children ?,((reverse fb:phrase.prop.languageFamily) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:languageFamily ?x1 }
56. Did Che Guevara have children ?,((reverse fb:phrase.prop.family) fb:phrase.Che_Guevara),SELECT DISTINCT ?x1 WHERE { dbr:Che_Guevara dbo:family ?x1 }
57. Which instruments does Cat Stevens play ?,(fb:phrase.prop.instrument fb:phrase.Cat_Stevens),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:instrument dbr:Cat_Stevens }
57. Which instruments does Cat Stevens play ?,(fb:phrase.prop.instrument fb:phrase.Numbers_Cat_Stevens_album),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:instrument dbr:Numbers_(Cat_Stevens_album) }
57. Which instruments does Cat Stevens play ?,(fb:phrase.prop.instrument fb:phrase.Gold_Cat_Stevens_album),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:instrument dbr:Gold_(Cat_Stevens_album) }
58. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
58. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Walem_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Walem,_Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
58. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Strype_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Strype,_Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
59. Where is the residence of the prime minister of Spain ?,((reverse fb:phrase.prop.residence) ((reverse fb:phrase.prop.primeMinister) fb:phrase.Spain)),SELECT DISTINCT ?x2 WHERE { dbr:Spain dbo:primeMinister ?x1 . ?x1 dbo:residence ?x2 }
59. Where is the residence of the prime minister of Spain ?,((reverse fb:phrase.prop.residence) ((reverse fb:phrase.prop.primeMinister) fb:phrase.Vilches_Spain)),"SELECT DISTINCT ?x2 WHERE { dbr:Vilches,_Spain dbo:primeMinister ?x1 . ?x1 dbo:residence ?x2 }"
59. Where is the residence of the prime minister of Spain ?,((reverse fb:phrase.prop.residence) ((reverse fb:phrase.prop.primeMinister) fb:phrase.Toledo_Spain)),"SELECT DISTINCT ?x2 WHERE { dbr:Toledo,_Spain dbo:primeMinister ?x1 . ?x1 dbo:residence ?x2 }"
60. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:Denmark }
60. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1869_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark }
60. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1786_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark }
61. In which state Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.location) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:location ?x1 . ?x2 dbo:state ?x1 }
61. In which state Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.locatedInArea) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:locatedInArea ?x1 . ?x2 dbo:state ?x1 }
61. In which state Penn State University is located ?,(fb:phrase.prop.state ((reverse fb:phrase.prop.part) fb:phrase.Penn_State_University_Creamery)),SELECT DISTINCT ?x2 WHERE { dbr:Penn_State_University_Creamery dbo:part ?x1 . ?x2 dbo:state ?x1 }
62. What did Bruce Carver die from ?,((reverse fb:phrase.prop.deathCause) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:deathCause ?x1 }
62. What did Bruce Carver die from ?,((reverse fb:phrase.prop.flag) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:flag ?x1 }
62. What did Bruce Carver die from ?,((reverse fb:phrase.prop.voice) fb:phrase.Bruce_Carver),SELECT DISTINCT ?x1 WHERE { dbr:Bruce_Carver dbo:voice ?x1 }
63. Who played Gus Fring in Breaking Bad ?,(fb:phrase.prop.plays (and fb:phrase.Gus_Fring fb:phrase.Breaking_Bad)),SELECT DISTINCT ?x1 WHERE { FILTER (dbr:Gus_Fring = dbr:Breaking_Bad) . ?x1 dbo:plays dbr:Gus_Fring }
63. Who played Gus Fring in Breaking Bad ?,(fb:phrase.prop.plays (and fb:phrase.Gus_Fring fb:phrase.Breaking_Bad_season_3)),SELECT DISTINCT ?x1 WHERE { FILTER (dbr:Gus_Fring = dbr:Breaking_Bad_(season_3)) . ?x1 dbo:plays dbr:Gus_Fring }
63. Who played Gus Fring in Breaking Bad ?,(fb:phrase.prop.plays (and fb:phrase.Gus_Fring fb:phrase.Peekaboo_Breaking_Bad)),SELECT DISTINCT ?x1 WHERE { FILTER (dbr:Gus_Fring = dbr:Peekaboo_(Breaking_Bad)) . ?x1 dbo:plays dbr:Gus_Fring }
64. Give me all actors starring in movies directed by William Shatner .,(fb:phrase.prop.artist (fb:phrase.prop.starring (fb:phrase.prop.picture (fb:phrase.prop.director fb:phrase.William_Shatner)))),SELECT DISTINCT ?x4 WHERE { ?x1 dbo:director dbr:William_Shatner . ?x2 dbo:picture ?x1 . ?x3 dbo:starring ?x2 . ?x4 dbo:artist ?x3 }
64. Give me all actors starring in movies directed by William Shatner .,(fb:phrase.prop.artist (fb:phrase.prop.starring (fb:phrase.prop.picture (fb:phrase.prop.director fb:phrase.William_Shatners_Gonzo_Ballet)))),SELECT DISTINCT ?x4 WHERE { ?x1 dbo:director dbr:William_Shatner's_Gonzo_Ballet . ?x2 dbo:picture ?x1 . ?x3 dbo:starring ?x2 . ?x4 dbo:artist ?x3 }
64. Give me all actors starring in movies directed by William Shatner .,(fb:phrase.prop.artist (fb:phrase.prop.starring (fb:phrase.prop.picture (fb:phrase.prop.director fb:phrase.William_Shatner_Live)))),SELECT DISTINCT ?x4 WHERE { ?x1 dbo:director dbr:William_Shatner_Live . ?x2 dbo:picture ?x1 . ?x3 dbo:starring ?x2 . ?x4 dbo:artist ?x3 }
65. In which city does Sylvester Stallone live ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.party) fb:phrase.Sylvester_Stallone)),SELECT DISTINCT ?x2 WHERE { dbr:Sylvester_Stallone dbo:party ?x1 . ?x2 dbo:city ?x1 }
65. In which city does Sylvester Stallone live ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.recordedIn) fb:phrase.Sylvester_Stallone)),SELECT DISTINCT ?x2 WHERE { dbr:Sylvester_Stallone dbo:recordedIn ?x1 . ?x2 dbo:city ?x1 }
65. In which city does Sylvester Stallone live ?,(fb:phrase.prop.city ((reverse fb:phrase.prop.party) fb:phrase.Sage_Stallone)),SELECT DISTINCT ?x2 WHERE { dbr:Sage_Stallone dbo:party ?x1 . ?x2 dbo:city ?x1 }
66. What are the official languages of the Philippines ?,((reverse fb:phrase.prop.officialLanguage) fb:phrase.Philippines),SELECT DISTINCT ?x1 WHERE { dbr:Philippines dbo:officialLanguage ?x1 }
66. What are the official languages of the Philippines ?,((reverse fb:phrase.prop.officialLanguage) fb:phrase.Commonwealth_of_the_Philippines),SELECT DISTINCT ?x1 WHERE { dbr:Commonwealth_of_the_Philippines dbo:officialLanguage ?x1 }
66. What are the official languages of the Philippines ?,((reverse fb:phrase.prop.officialLanguage) fb:phrase.The_Philippine_Star),SELECT DISTINCT ?x1 WHERE { dbr:The_Philippine_Star dbo:officialLanguage ?x1 }
67. Expand IYCM ?,(and fb:phrase.The_Expandables fb:phrase.Youth_Climate_Movement),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:The_Expandables = dbr:Youth_Climate_Movement) . FILTER (?x1 = dbr:The_Expandables) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
